item,risk_pass,high_cv_pass,monitor_pass,pred_cv,pred_range_over_mean,cv_n_listings,cv_source,risk_rule_trend,risk_rule_price,risk_rule_liquidity,risk_rule_tail,risk_rule_listings,base_price,n_listings,avg_discount,median_discount,steam_sales_7d_n,steam_sales_7d_iqr_risk%,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_turnover_proxy,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,steam_daily_downside_14d_pct,steam_discount_risk_score,risk_collected_at_utc,status,error,sort_by,collected_at_utc,currency,cap_hit,discount_sample_n,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_band_risk%,steam_daily_ret_3d,trade_days,steam_trade_currency,model_ready,has_summary,summary_ready,has_fit,fit_ready,monitor_pass_before_model_ready,tier,liquidity_score,liquidity_rank
AWP | Mortis (Field-Tested),True,True,True,0.0508,0.758872678028464,400,summary,True,True,True,True,True,4.18,50,0.0182468308514501,0.0184577786352819,2252,6.006283496581034,4.666420255036036,0.9532839962997224,45.04,-0.0172255397335783,-0.0039158727376264,-0.0250632479947519,0.1014255667211963,0.0084131806496844,0.0048453346002448,2026-05-21T22:57:49.334372+00:00,ok,,best_deal,2026-04-17T04:48:58.297495+00:00,,True,8,4.2375,4.31625,1/1,4.3288,4.324,4.122,4.186,4.446,4.536,4.022,5.04,9.563851413786724,0.0021077283372366,7,3,True,True,True,True,True,True,A,0.9702602230483272,17.0
USP-S | Cortex (Minimal Wear),True,True,True,0.0615,0.9789525208027411,351,summary,True,True,True,True,True,7.88,50,0.018061864142008,0.0183609336093361,659,6.117749493051665,4.193064259282592,0.9576486924323072,13.18,0.0190476190476189,0.0026493418668439,-0.0127903198276549,0.1091656345006193,0.0504447697331382,-0.0008352538338769,2026-05-21T22:58:29.410877+00:00,ok,,best_deal,2026-04-18T22:26:47.138789+00:00,,True,8,8.02,8.1675,1/1,8.7287,8.642,8.276,8.398,8.932,9.2024,7.144,11.212,10.613264289069404,-0.0104735376044567,7,3,True,True,True,True,True,True,A,0.8085501858736059,104.0
R8 Revolver | Fade (Minimal Wear),True,True,True,0.0923,0.315784356188843,50,summary,True,True,True,True,True,87.81,50,0.0192926613521633,0.0181432987983156,80,5.593475149554722,7.269228906348683,0.928309309056169,1.6,-0.0115919772046034,-0.0012412053586361,-0.0212617760796824,0.1419051095573713,0.0484654480105579,-0.0451001607519071,2026-05-21T22:54:25.384288+00:00,ok,,best_deal,2026-04-19T04:00:23.496178+00:00,,True,8,96.7575,98.68,1/2,105.2959,106.767,99.1128,103.0853,108.975,110.56,81.985,116.807,10.87145843285447,0.0308067846323061,7,3,True,True,True,True,True,True,C,0.1784386617100372,443.0
FAMAS | Eye of Athena (Field-Tested),True,True,True,0.1093,0.2996858132602917,48,summary,True,True,True,True,True,5.72,44,0.0207180565964137,0.0175908162633826,266,7.690571391719326,4.175802915000636,0.9571333995365774,6.045454545454546,0.0654533311070295,0.0151817610599282,0.0245923049317124,0.1252154834665412,0.0708352922739382,-0.0040817922066309,2026-05-21T22:49:46.554284+00:00,ok,,best_deal,2026-04-17T10:05:09.270676+00:00,,False,8,6.16,6.2925,1/1->1/1,6.2024,6.042,5.783,5.926,6.403,6.921,3.97,9.777,18.347736360118663,0.0715365239294709,7,3,True,True,True,True,True,True,B,0.6054832713754648,212.0
M4A4 | Magnesium (Factory New),True,True,True,0.2007,2.2075974675108294,189,summary,True,True,True,True,True,8.35,50,0.0214338713858118,0.0172085250188087,184,4.7554862257492925,5.062926895757921,0.9490318646135082,3.68,0.0108895705521472,0.0054694707583461,-0.021574145125163,0.1677287209831588,0.0385373994841451,-0.0157904805102849,2026-05-21T22:47:20.370089+00:00,ok,,best_deal,2026-04-17T23:15:38.915918+00:00,,True,8,9.52375,9.735,1/1,6.6029,6.559,6.2247,6.429,6.743,6.9428,4.605,8.811,10.87552439079798,-0.0225418952988284,7,3,True,True,True,True,True,True,B,0.45678438661710036,294.0
Five-SeveN | Capillary (Factory New),True,True,True,0.2078,0.5755423755267676,52,summary,True,True,True,True,True,4.28,31,0.0235598567246463,0.0172043691848598,150,4.543040887367984,10.434243908195173,0.8975376593279258,4.838709677419355,0.0486674391657011,0.0048683217063257,-0.0234418861425127,0.2480662983425413,0.0941988950276243,-0.0654562447366071,2026-05-21T22:43:29.938839+00:00,ok,,best_deal,2026-04-17T11:52:44.821253+00:00,,False,8,4.83875,4.96625,1/1->1/1,3.3898,3.452,3.0983,3.348,3.502,3.62,2.203,4.167,15.390288512596614,0.103995120463556,7,3,True,True,True,True,True,True,B,0.4351765799256505,307.0
AWP | Ice Coaled (Field-Tested),True,True,True,0.1066,0.6657805276840011,237,summary,True,True,True,True,True,8.68,50,0.0149482847169512,0.0167350363602462,1066,6.612010221465081,5.291737649063031,0.946799400556626,21.32,-0.0251277239078302,0.0008646408234131,-0.0163263123655867,0.1104812834224598,0.0305882352941176,-0.0109952079683682,2026-05-21T23:08:21.530313+00:00,ok,,best_deal,2026-04-17T04:41:48.759675+00:00,,True,8,8.485,8.61375,1/1,9.392,9.342,8.845,9.014,9.635,9.927,7.974,12.908,11.520442930153312,0.0163043478260869,7,3,True,True,True,True,True,True,A,0.9010223048327137,54.0
FAMAS | Djinn (Field-Tested),True,True,True,0.0731,0.2927466390433941,76,summary,True,True,True,True,True,12.99,50,0.0235232150841214,0.0166796971606819,146,6.061836239080792,6.045887853854808,0.9395082323928338,2.92,-0.0214226958978577,0.000793571028372,-0.0267941333154702,0.1393903954389299,0.029822381404868,-0.0250699421140175,2026-05-21T22:43:55.599698+00:00,ok,,best_deal,2026-04-17T10:04:04.181552+00:00,,True,8,13.9775,14.325,1/1,13.7945,13.787,12.953,13.3678,14.204,14.662,10.04,18.965,12.388995614194071,0.0307390944021697,7,3,True,True,True,True,True,True,B,0.37941449814126393,334.0
AK-47 | Ice Coaled (Factory New),True,True,True,0.2124,2.0350132184266947,400,summary,True,True,True,True,True,21.59,50,0.0190018903542292,0.0163524877842249,469,2.415414485125641,2.7991203290484634,0.971259861117672,9.38,-0.0376651277597476,-0.0034751607706226,-0.0319768784081216,0.1237115850472615,0.0082173561962666,0.0113346341339933,2026-05-21T22:56:34.784933+00:00,ok,,best_deal,2026-04-17T00:44:16.243740+00:00,,True,8,21.6125,22.03125,1/1,21.7354,21.169,20.5606,20.91,21.435,22.1722,19.648,45.998,7.414632350911414,0.0082854406130268,7,3,True,True,True,True,True,True,A,0.7569702602230484,132.0
MP7 | Forest DDPAT (Factory New),True,True,True,0.1409,0.436285532100547,36,summary,True,True,True,True,True,5.86,21,0.0207364617921467,0.0159601149400577,77,5.734347571679354,3.148039789350506,0.9684334050459612,3.6666666666666665,-0.0685933784525334,-0.0070911012813225,-0.0688395755020869,0.3126472898664573,0.0135506677140612,0.0026361995178131,2026-05-21T22:49:35.201658+00:00,ok,,best_deal,2026-04-18T05:29:53.730825+00:00,,False,8,6.9037500000000005,7.03625,1/1->1/1,5.127,5.113,4.9516,5.031,5.325,5.4386,3.461,5.67,9.498732202067488,0.0121248260783144,7,3,True,True,True,True,True,True,C,0.23629182156133827,413.0
Glock-18 | Moonrise (Factory New),True,True,True,4.1466,82.93289955266368,400,summary,True,True,True,True,True,4.35,50,0.0156692461955316,0.0156456456456456,357,7.416330097545999,4.322256075958332,0.952181865691142,7.14,-0.0661362506215814,-0.0126656377363617,-0.0688817501561177,0.2145899893503728,0.0,-0.0093408264662677,2026-05-21T23:06:20.950376+00:00,ok,,best_deal,2026-04-17T19:12:16.283702+00:00,,True,8,4.39375,4.46375,1/1,4.2339,3.827,3.644,3.739,4.053,4.3302,2.52,13.124,16.2072793405607,-0.0123586642124638,7,3,True,True,True,True,True,True,B,0.6868029739776952,169.0
MAC-10 | Disco Tech (Field-Tested),True,True,True,0.0955,0.9095283926852743,363,summary,True,True,True,True,True,5.81,50,0.0161585543605337,0.0150648301173142,602,8.073334475614885,5.272667798563852,0.9468686234500078,12.04,0.0084718923198732,0.0052770649160661,-0.0158094276832068,0.1323702598728114,0.0438878856873674,-0.0142625717971867,2026-05-21T23:04:56.689357+00:00,ok,,best_deal,2026-04-18T01:54:10.555879+00:00,,True,8,5.975,6.07375,1/1,6.4199,6.371,6.0325,6.176,6.6943,6.904,5.328,7.254,13.57497780339258,-0.0411773562180066,7,3,True,True,True,True,True,True,A,0.8011152416356877,108.0
AWP | Chrome Cannon (Field-Tested),True,True,True,0.0916,0.46228415631626785,364,summary,True,True,True,True,True,30.97,50,0.0175037828033718,0.0149339399666162,860,5.031800628095376,3.961516694963212,0.960174512867376,17.2,0.0287358034995679,0.0024312215337198,-0.0172251193273583,0.1268870794819042,0.0431166874329923,0.0030900436134411,2026-05-21T23:00:21.594957+00:00,ok,,best_deal,2026-04-17T03:53:35.341114+00:00,,True,8,35.855,36.48875,1/1,34.1031,33.923,32.572,33.023,34.739,35.743,30.973,51.309,9.298274936882567,0.0336038815178652,7,3,True,True,True,True,True,True,A,0.8568773234200744,78.0
StatTrak™ M4A1-S | Emphorosaur-S (Factory New),True,True,True,0.1538,0.5359684157370425,149,summary,True,True,True,True,True,7.51,50,0.0194781763965603,0.0148876328982915,184,6.334538316056598,4.895741064374793,0.9498467198038016,3.68,-0.042458362655407,-0.0025544146907766,-0.0495321576663335,0.23015678588927,0.0274375306222439,-0.0160743171857051,2026-05-21T22:53:49.057229+00:00,ok,,best_deal,2026-05-11T21:18:38.402549+00:00,,True,8,7.58625,7.7375,1/1,8.3542,8.155,7.746,7.94,8.4692,9.317,4.962,12.902,18.804912499102244,0.0282115869017631,7,3,True,True,True,True,True,True,B,0.45678438661710036,296.0
M4A1-S | Black Lotus (Field-Tested),True,True,True,0.2711,5.352140856342537,400,summary,True,True,True,True,True,5.89,50,0.0146791149565391,0.0148148248504291,6803,4.691259715754668,3.32369692038706,0.96646288209607,136.06,-0.0198481187435276,0.0016902962998695,-0.0302795238393968,0.1334742032047895,0.0091565416446558,0.024180360302296,2026-05-21T23:09:09.013150+00:00,ok,,best_deal,2026-04-17T21:17:13.884363+00:00,,True,8,6.2775,6.37,1/1,5.7767,5.725,5.533,5.618,5.889,6.038,5.443,6.878,8.742015337476412,-0.0073413738856843,7,3,True,True,True,True,True,True,A,1.0,1.0
MAC-10 | Rangeen (Factory New),True,True,True,0.2155,0.5524542272871893,41,summary,True,True,True,True,True,3.08,31,0.0255050891480781,0.0146466845405868,148,6.483661173841904,7.241750788014214,0.9266666666666664,4.774193548387097,-0.0592592592592593,2.76376165630635e-05,-0.0572220286584952,0.3494563179602551,0.0922384701912261,-0.0316825919891516,2026-05-21T22:39:26.654205+00:00,ok,,best_deal,2026-04-18T02:14:04.403747+00:00,,False,8,3.62125,3.71,1/1->1/1,2.5063,2.475,2.2935,2.434,2.5965,2.891,1.158,2.908,23.839923393049524,0.0921375921375919,7,3,True,True,True,True,True,True,B,0.4298327137546468,309.0
MP7 | Bloodsport (Minimal Wear),True,True,True,0.1479,0.5140563164171394,189,summary,True,True,True,True,True,49.78,50,0.0146763126417692,0.0144130492077789,244,5.064157462779053,10.42038537021177,0.8957676118229335,4.88,0.002268764179776,-0.0010359905948323,-0.0255174001992766,0.1339843603846297,0.0080630074456541,-0.0741399945388257,2026-05-21T23:09:19.535274+00:00,ok,,best_deal,2026-04-18T05:27:33.699713+00:00,,True,8,56.11375,56.94875,1/1,54.0623,54.0475,48.414,52.788,55.5258,56.336,32.901,83.245,14.653464613973131,-0.0323666775279678,7,3,True,True,True,True,True,True,B,0.5641263940520446,234.0
MAC-10 | Malachite (Factory New),True,True,True,0.17,0.5255931458699473,61,summary,True,True,True,True,True,16.93,50,0.0159092696362383,0.0140766016093895,58,3.135905767093515,4.558035493073403,0.9542457187522204,1.16,-0.0744400527009222,0.0002336150119062,-0.0324994137206993,0.1522775800711743,0.0167259786476869,-0.0229820102714771,2026-05-21T23:05:33.852435+00:00,ok,,best_deal,2026-04-18T02:06:27.287124+00:00,,True,8,17.715,17.9975,1/1,14.1267,14.073,13.4291,13.8095,14.2525,14.5871,12.082,21.564,8.19724351759434,0.0170104958378574,7,3,True,True,True,True,True,True,C,0.053206319702602235,514.0
M4A4 | Tooth Fairy (Minimal Wear),True,True,True,0.136,0.3898102731548741,211,summary,True,True,True,True,True,6.34,50,0.0171040299089061,0.0139731032338307,1007,5.510215411947595,3.469908949589163,0.9651032942490227,20.14,0.0328303995529477,0.0046070949538013,-0.0029573893440206,0.1165967807385364,0.0638441769241173,0.0089070400724426,2026-05-21T23:01:06.924681+00:00,ok,,best_deal,2026-04-18T00:17:53.468482+00:00,,True,8,8.13,8.272499999999999,1/1,7.2048,7.164,6.914,6.987,7.384,7.642,6.228,8.595,10.104374861203652,0.0386344478786175,7,3,True,True,True,True,True,True,A,0.891728624535316,59.0
AWP | Exoskeleton (Battle-Scarred),True,True,True,0.1654,0.6960515540997615,105,summary,True,True,True,True,True,4.75,50,0.0048204787155676,0.0137040708880089,367,4.964449870726794,4.237288135593216,0.9573622402890696,7.34,-0.0113636363636362,0.0024861501853554,0.0073817859959832,0.0452696728558796,0.0337754199823165,-0.0191290816276097,2026-05-21T23:50:00.657408+00:00,ok,,best_deal,2026-04-17T03:57:51.697568+00:00,,True,8,5.52375,5.55375,1/1,5.5696,5.535,5.299,5.4245,5.701,5.859,4.764,6.966,10.054582016661872,0.0319343065693429,7,3,True,True,True,True,True,True,A,0.6993494423791822,162.0
AK-47 | Searing Rage (Field-Tested),True,True,True,0.148,1.374727515645876,400,summary,True,True,True,True,True,5.53,50,0.0141421665434247,0.0129162283523808,4604,5.733170224031844,4.455074951158498,0.9549981556621172,92.08,-0.029240828187432,-0.0032973907775656,-0.0362841887487399,0.1775491113189896,0.0056127221702524,0.0089685445241335,2026-05-21T23:11:01.052838+00:00,ok,,best_deal,2026-04-17T01:42:40.243803+00:00,,True,8,6.54,6.635,1/1,5.4769,5.422,5.178,5.296,5.61,5.806,5.085,6.25,11.466340448063688,0.0056444026340545,7,3,True,True,True,True,True,True,A,0.9944237918215614,4.0
Desert Eagle | Heat Treated (Minimal Wear),True,True,True,0.5113,6.631225517627309,400,summary,True,True,True,True,True,3.35,50,0.0101847221956384,0.0125817658289255,977,10.5748649475079,6.115584547956369,0.9353274050121262,19.54,0.1012693156732891,0.0125834426004247,0.0065998152848418,0.1663743422701077,0.115509897268855,-0.0247191144987001,2026-05-21T23:26:16.979667+00:00,ok,,best_deal,2026-04-17T06:57:49.528463+00:00,,True,8,3.52125,3.5575,1/1,3.9244,3.711,3.471,3.529,3.944,4.143,2.519,28.221,17.123636734277845,0.1064596617687829,7,3,True,True,True,True,True,True,A,0.8842936802973977,64.0
Dual Berettas | Royal Consorts (Field-Tested),True,True,True,0.1257,0.39819667254044905,72,summary,True,True,True,True,True,3.89,50,0.006722005722136,0.0122397792826686,241,6.6369710467706025,4.298440979955448,0.956492335437331,4.82,-0.0600771043049901,-0.0090477973493819,-0.0424488706739386,0.1554061752307165,0.0217614218981429,-0.0209639443844207,2026-05-21T23:41:59.774503+00:00,ok,,best_deal,2026-04-17T09:05:55.145544+00:00,,True,8,4.75375,4.8,1/1,4.49,4.436,4.243,4.362,4.66,4.738,3.78,5.454,11.024498886414255,-0.0095915143308507,7,3,True,True,True,True,True,True,B,0.5564591078066914,238.0
StatTrak™ UMP-45 | Primal Saber (Field-Tested),True,True,True,0.1364,0.3414988757586515,42,summary,True,True,True,True,True,10.84,42,0.0140577517543709,0.0122189055115645,66,11.0431915064747,4.270891981018263,0.956202573408116,1.5714285714285714,-0.0024671052631579,0.0137942841329933,0.0170907933135326,0.125976524162839,0.0751383818160404,-0.0204476787540307,2026-05-21T23:12:11.261984+00:00,ok,,best_deal,2026-05-12T18:04:11.518754+00:00,,False,8,13.1975,13.395,1/1->1/1,12.433,12.124,11.593,11.909,13.282,13.384,9.707,13.984,14.40521193597684,0.0676026823134954,7,3,True,True,True,True,True,True,C,0.1161710037174721,480.0
AK-47 | Safety Net (Field-Tested),True,True,True,0.0613,0.6322272087004946,208,summary,True,True,True,True,True,3.07,50,0.0152592946955583,0.0119807588563207,2256,6.689854422035851,8.499060334913464,0.9163907284768212,45.12,0.0895522388059701,0.0154216628355732,0.0249246530344429,0.0923287671232876,0.0821917808219177,-0.0364535226811231,2026-05-21T23:07:17.929099+00:00,ok,,best_deal,2026-04-17T01:42:11.228781+00:00,,True,8,3.18875,3.23875,1/1,3.5651,3.624,3.321,3.4385,3.677,3.727,3.218,3.908,11.388179854702525,-0.0070729053318825,7,3,True,True,True,True,True,True,A,0.9721189591078067,16.0
AK-47 | Head Shot (Battle-Scarred),True,True,True,0.1654,1.1751932457178047,71,summary,True,True,True,True,True,30.57,50,0.015888646186341,0.0119442334447933,412,5.817723235796237,5.654136948491139,0.943593851996914,8.24,-0.0249666917685222,0.0013581983588709,-0.0178535977042144,0.1296340304182508,0.0309826520912547,-0.0213392838741682,2026-05-21T23:05:48.453780+00:00,ok,,best_deal,2026-04-17T00:42:53.838513+00:00,,True,8,31.52,32.045,1/1,33.6214,33.702,31.801,32.621,34.577,35.454,26.91,38.101,10.86510377319208,0.031973268753257,7,3,True,True,True,True,True,True,A,0.7263011152416357,148.0
Tec-9 | Fuel Injector (Field-Tested),True,True,True,0.0873,0.9278198687633977,270,summary,True,True,True,True,True,11.71,50,0.0133608485794108,0.0117341061600629,286,6.41051317999045,5.018564451770944,0.949111501659832,5.72,0.0021141649048626,0.0008283423086571,-0.0175822125842987,0.0961087669948429,0.0121112673855289,-0.0202774104772221,2026-05-21T23:14:13.568181+00:00,ok,,best_deal,2026-04-18T19:40:31.116905+00:00,,True,8,12.76,12.9275,1/1,12.9818,12.8025,12.151,12.5838,13.416,14.185,10.361,14.887,15.668089170993245,-0.0193103448275863,7,3,True,True,True,True,True,True,B,0.6157063197026023,207.0
Glock-18 | Shinobu (Battle-Scarred),True,True,True,3.2115,63.51727177398521,391,summary,True,True,True,True,True,4.62,50,0.0181687449062231,0.0117065662089358,1284,4.62749696385946,3.0361405418987486,0.9692340335242944,25.68,-0.0463132236441193,0.0017801515149195,-0.0197039208131495,0.1024494142705005,0.0238551650692225,0.0163310559921258,2026-05-21T22:58:16.231754+00:00,ok,,best_deal,2026-04-17T19:22:30.705000+00:00,,True,8,56.55375,58.62375,1/1,4.7758,4.713,4.568,4.628,4.849,5.059,4.35,6.378,10.28100004187781,-0.0071896806935927,7,3,True,True,True,True,True,True,A,0.9182156133828996,45.0
P2000 | Wicked Sick (Battle-Scarred),True,True,True,0.1593,0.5909816204716032,79,summary,True,True,True,True,True,3.28,50,0.0129053455848946,0.0115694489203995,903,6.5773314047105735,5.431074479408309,0.9453596924766612,18.06,-0.0210185933710589,0.0011390463505415,-0.0246617578100799,0.1731351500137627,0.0333058078722818,-0.0158029412831423,2026-05-21T23:16:33.779799+00:00,ok,,best_deal,2026-04-18T12:27:34.716715+00:00,,True,8,3.35,3.39375,1/1,3.6641,3.642,3.443,3.538,3.779,3.9548,2.471,4.177,13.967959389754649,-0.0459558823529411,7,3,True,True,True,True,True,True,A,0.8698884758364313,71.0
MP5-SD | Phosphor (Field-Tested),True,True,True,0.0822,0.28220967956979676,96,summary,True,True,True,True,True,4.74,50,0.0149342312279166,0.0114876443001442,467,12.148823082763869,4.881223560039043,0.9496174659451392,9.34,-0.0106266031513374,-0.0029414040067748,-0.0085605033120731,0.0972222222222221,0.0281481481481481,-0.0135875935973153,2026-05-21T23:08:37.034317+00:00,ok,,best_deal,2026-04-18T05:18:33.556401+00:00,,True,8,4.93875,5.01375,1/1,5.5314,5.359,5.089,5.196,5.868,6.1522,4.617,10.471,19.22117366308709,0.0289634146341464,7,3,True,True,True,True,True,True,A,0.754182156133829,134.0
Desert Eagle | Night (Minimal Wear),True,True,True,0.3259,4.350634938250074,202,summary,True,True,True,True,True,25.57,50,0.019831601878567,0.0110609790798805,77,9.354848956513443,6.671484387408275,0.9318072973740816,1.54,0.0345865919451298,0.0034669506613017,-0.0236475115359023,0.2192578219742907,0.0683159511682432,-0.0387865676631169,2026-05-21T22:52:56.744215+00:00,ok,,best_deal,2026-04-17T07:49:10.877957+00:00,,True,8,26.66375,27.19375,1/1,25.1848,24.639,22.9588,23.102,25.458,28.91,18.908,36.5,23.630126107811066,-0.1311463894352347,7,3,True,True,True,True,True,True,C,0.16101301115241634,450.0
Glock-18 | Shinobu (Field-Tested),True,True,True,0.1114,0.9814031219997867,400,summary,True,True,True,True,True,5.49,50,0.0111816385859219,0.010948905109489,3583,8.271402029441191,5.14148920966128,0.948003613369467,71.66,-0.0629962029685881,-0.0026888881263619,-0.0338892665408273,0.1587769386627371,0.0,-0.0030073456401569,2026-05-21T23:22:24.403910+00:00,ok,,best_deal,2026-04-17T19:22:40.951323+00:00,,True,8,5.415,5.47625,1/1,5.5976,5.535,5.2472,5.362,5.825,6.045,5.095,6.382,14.252536801486343,-0.0334698237493323,7,3,True,True,True,True,True,True,A,0.9869888475836431,8.0
FAMAS | Yeti Camo (Factory New),True,True,True,0.2081,0.736608878177719,300,summary,True,True,True,True,True,4.06,50,0.0141406841164426,0.0109314567400473,728,3.028473689505988,2.73334004091626,0.9722222222222222,14.56,-0.0664526484751204,-0.0031712511174327,-0.0758852458354418,0.2682255845942228,0.0,0.0106474755603534,2026-05-21T23:11:11.669352+00:00,ok,,best_deal,2026-04-17T11:12:43.292213+00:00,,True,8,5.17375,5.255,1/1,2.9817,2.934,2.8525,2.904,2.9943,3.081,2.701,8.595,7.663413488949254,-0.0091993185689949,7,3,True,True,True,True,True,True,A,0.8229553903345724,96.0
P250 | Cartel (Field-Tested),True,True,True,0.0986,0.6717209411949562,57,summary,True,True,True,True,True,9.38,50,0.0193981404566976,0.0109237688922735,106,8.51694078483369,4.687749786065581,0.9518636539204326,2.12,-0.047089119838131,-0.0112165361646614,-0.0338435678649039,0.147090049223048,0.0334909757745392,-0.0175962655235893,2026-05-21T22:54:01.305497+00:00,ok,,best_deal,2026-04-18T12:36:06.234568+00:00,,True,8,9.82875,10.03,1/1,10.6341,10.356,9.8575,10.1493,11.055,11.6215,9.044,14.414,16.588145682286225,-0.0324056779977586,7,3,True,True,True,True,True,True,C,0.262546468401487,397.0
